year;programa;subprograma;proyecto;actividad;grupo;subgrupo;renglon;departamento;municipio;fuenteag;ejecucioncuanti;ejecucioncuali
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;293;13;1323;10;0.881549637;baja
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;293;13;1325;10;0.881549637;baja
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;293;13;1326;10;0.881549637;baja
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;293;13;1332;10;0.881549637;baja
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;293;14;1401;10;0.881549637;baja
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;293;14;1402;10;0.881549637;baja
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;293;14;1404;10;0.881549637;baja
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;293;14;1405;10;0.881549637;baja
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;293;14;1406;10;0.881549637;baja
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;293;14;1409;10;0.881549637;baja
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;293;14;1412;10;0.881549637;baja
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;293;14;1414;10;0.881549637;baja
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;293;14;1416;10;0.881549637;baja
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;293;14;1417;10;0.881549637;baja
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;293;14;1418;10;0.881549637;baja
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;293;15;1504;10;0.881549637;baja
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;293;16;1611;10;0.881549637;baja
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;293;16;1612;10;0.881549637;baja
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;293;16;1614;10;0.881549637;baja
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;293;17;1707;10;0.881549637;baja
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;293;17;1708;10;0.881549637;baja
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;7;701;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;7;704;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;7;711;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;7;716;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;8;801;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;8;802;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;8;803;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;8;804;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;8;805;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;8;807;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;8;808;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;12;1209;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;12;1218;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;13;1304;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;13;1311;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;13;1315;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;13;1317;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;13;1318;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;13;1323;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;13;1325;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;13;1326;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;13;1332;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;14;1401;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;14;1402;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;14;1404;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;14;1405;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;14;1406;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;14;1409;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;14;1412;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;14;1414;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;14;1416;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;14;1417;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;14;1418;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;15;1504;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;16;1611;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;16;1612;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;16;1614;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;17;1707;10;0.98974359;alta
2017;22;22 01;22 01 000;22 01 000 002 000;2;29;294;17;1708;10;0.98974359;alta
2017;22;22 02;22 02 000;22 02 000 003 000;1;12;122;4;401;10;0.10962;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;12;122;4;416;10;0.10962;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;12;122;7;701;10;0.10962;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;12;122;7;703;10;0.10962;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;12;122;7;704;10;0.10962;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;12;122;7;711;10;0.10962;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;12;122;7;716;10;0.10962;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;12;122;7;718;10;0.10962;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;12;122;7;719;10;0.10962;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;12;122;8;801;10;0.10962;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;12;122;8;804;10;0.10962;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;12;122;8;808;10;0.10962;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;12;122;9;903;10;0.10962;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;12;122;9;910;10;0.10962;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;12;122;9;913;10;0.10962;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;12;122;9;922;10;0.10962;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;12;122;9;923;10;0.10962;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;12;122;10;1002;10;0.10962;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;12;122;10;1004;10;0.10962;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;12;122;10;1016;10;0.10962;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;12;122;12;1218;10;0.10962;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;12;122;13;1326;10;0.10962;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;12;122;13;1332;10;0.10962;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;12;122;14;1401;10;0.10962;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;12;122;14;1404;10;0.10962;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;12;122;16;1602;10;0.10962;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;12;122;17;1701;10;0.10962;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;12;122;17;1703;10;0.10962;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;12;122;17;1704;10;0.10962;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;12;122;17;1705;10;0.10962;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;12;122;17;1707;10;0.10962;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;12;122;17;1708;10;0.10962;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;12;122;17;1710;10;0.10962;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;12;122;17;1712;10;0.10962;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;12;122;21;2103;10;0.10962;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;12;122;21;2104;10;0.10962;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;12;122;22;2216;10;0.10962;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;15;158;4;401;10;-1;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;15;158;4;416;10;-1;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;15;158;7;701;10;-1;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;15;158;7;703;10;-1;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;15;158;7;704;10;-1;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;15;158;7;711;10;-1;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;15;158;7;716;10;-1;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;15;158;7;718;10;-1;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;15;158;7;719;10;-1;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;15;158;8;801;10;-1;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;15;158;8;804;10;-1;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;15;158;8;808;10;-1;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;15;158;9;903;10;-1;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;15;158;9;910;10;-1;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;15;158;9;913;10;-1;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;15;158;9;922;10;-1;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;15;158;9;923;10;-1;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;15;158;10;1002;10;-1;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;15;158;10;1004;10;-1;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;15;158;10;1016;10;-1;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;15;158;12;1218;10;-1;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;15;158;13;1326;10;-1;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;15;158;13;1332;10;-1;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;15;158;14;1401;10;-1;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;15;158;14;1404;10;-1;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;15;158;16;1602;10;-1;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;15;158;17;1701;10;-1;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;15;158;17;1703;10;-1;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;15;158;17;1704;10;-1;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;15;158;17;1705;10;-1;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;15;158;17;1707;10;-1;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;15;158;17;1708;10;-1;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;15;158;17;1710;10;-1;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;15;158;17;1712;10;-1;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;15;158;21;2103;10;-1;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;15;158;21;2104;10;-1;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;15;158;22;2216;10;-1;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;18;185;4;401;10;0.549584416;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;18;185;4;416;10;0.549584416;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;18;185;7;701;10;0.549579221;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;18;185;7;703;10;0.549579221;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;18;185;7;704;10;0.549584416;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;18;185;7;711;10;0.549579221;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;18;185;7;716;10;0.549584416;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;18;185;7;718;10;0.549584416;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;18;185;7;719;10;0.549584416;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;18;185;8;801;10;0.549584416;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;18;185;8;804;10;0.549584416;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;18;185;8;808;10;0.549579221;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;18;185;9;903;10;0.549584416;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;18;185;9;910;10;0.549584416;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;18;185;9;913;10;0.549584416;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;18;185;9;922;10;0.549584416;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;18;185;9;923;10;0.549579221;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;18;185;10;1002;10;0.549584416;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;18;185;10;1004;10;0.549579221;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;18;185;10;1016;10;0.549579221;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;18;185;12;1218;10;0.549579221;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;18;185;13;1326;10;0.549584416;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;18;185;13;1332;10;0.549579221;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;18;185;14;1401;10;0.549584416;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;18;185;14;1404;10;0.549584416;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;18;185;16;1602;10;0.549579221;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;18;185;17;1701;10;0.549579221;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;18;185;17;1703;10;0.549579221;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;18;185;17;1704;10;0.549584416;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;18;185;17;1705;10;0.549584416;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;18;185;17;1707;10;0.549579221;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;18;185;17;1708;10;0.549584416;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;18;185;17;1710;10;0.549579221;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;18;185;17;1712;10;0.549579221;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;18;185;21;2103;10;0.549584416;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;18;185;21;2104;10;0.549584416;baja
2017;22;22 02;22 02 000;22 02 000 003 000;1;18;185;22;2216;10;0.549584416;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;241;4;401;10;0.990163934;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;241;4;416;10;0.990163934;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;241;7;701;10;0.990163934;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;241;7;703;10;0.990163934;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;241;7;704;10;0.990163934;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;241;7;711;10;0.990163934;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;241;7;716;10;0.990163934;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;241;7;718;10;0.990163934;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;241;7;719;10;0.990163934;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;241;8;801;10;0.990163934;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;241;8;804;10;0.990163934;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;241;8;808;10;0.990163934;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;241;9;903;10;0.990163934;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;241;9;910;10;0.990163934;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;241;9;913;10;0.990163934;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;241;9;922;10;0.990163934;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;241;9;923;10;0.990163934;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;241;10;1002;10;0.990163934;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;241;10;1004;10;0.990163934;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;241;10;1016;10;0.990163934;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;241;12;1218;10;0.990163934;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;241;13;1326;10;0.990163934;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;241;13;1332;10;0.990163934;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;241;14;1401;10;0.990163934;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;241;14;1404;10;0.990163934;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;241;16;1602;10;0.990163934;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;241;17;1701;10;0.990163934;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;241;17;1703;10;0.98852459;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;241;17;1704;10;0.98852459;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;241;17;1705;10;0.98852459;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;241;17;1707;10;0.990163934;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;241;17;1708;10;0.990163934;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;241;17;1710;10;0.98852459;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;241;17;1712;10;0.98852459;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;241;21;2103;10;0.98852459;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;241;21;2104;10;0.98852459;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;241;22;2216;10;0.98852459;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;242;4;401;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;242;4;416;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;242;7;701;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;242;7;703;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;242;7;704;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;242;7;711;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;242;7;716;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;242;7;718;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;242;7;719;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;242;8;801;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;242;8;804;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;242;8;808;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;242;9;903;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;242;9;910;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;242;9;913;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;242;9;922;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;242;9;923;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;242;10;1002;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;242;10;1004;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;242;10;1016;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;242;12;1218;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;242;13;1326;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;242;13;1332;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;242;14;1401;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;242;14;1404;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;242;16;1602;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;242;17;1701;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;242;17;1703;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;242;17;1704;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;242;17;1705;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;242;17;1707;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;242;17;1708;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;242;17;1710;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;242;17;1712;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;242;21;2103;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;242;21;2104;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;242;22;2216;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;243;4;401;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;243;4;416;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;243;7;701;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;243;7;703;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;243;7;704;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;243;7;711;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;243;7;716;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;243;7;718;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;243;7;719;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;243;8;801;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;243;8;804;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;243;8;808;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;243;9;903;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;243;9;910;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;243;9;913;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;243;9;922;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;243;9;923;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;243;10;1002;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;243;10;1004;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;243;10;1016;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;243;12;1218;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;243;13;1326;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;243;13;1332;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;243;14;1401;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;243;14;1404;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;243;16;1602;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;243;17;1701;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;243;17;1703;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;243;17;1704;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;243;17;1705;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;243;17;1707;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;243;17;1708;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;243;17;1710;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;243;17;1712;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;243;21;2103;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;243;21;2104;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;243;22;2216;10;0;baja
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;244;4;401;10;0.978024691;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;244;4;416;10;0.978024691;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;244;7;701;10;0.978024691;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;244;7;703;10;0.978024691;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;244;7;704;10;0.978024691;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;244;7;711;10;0.978024691;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;244;7;716;10;0.978024691;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;244;7;718;10;0.978024691;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;244;7;719;10;0.978024691;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;244;8;801;10;0.978024691;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;244;8;804;10;0.978024691;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;244;8;808;10;0.978024691;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;244;9;903;10;0.978024691;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;244;9;910;10;0.978024691;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;244;9;913;10;0.978024691;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;244;9;922;10;0.978024691;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;244;9;923;10;0.978024691;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;244;10;1002;10;0.978024691;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;244;10;1004;10;0.978024691;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;244;10;1016;10;0.978024691;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;244;12;1218;10;0.978024691;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;244;13;1326;10;0.978024691;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;244;13;1332;10;0.978024691;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;244;14;1401;10;0.978024691;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;244;14;1404;10;0.978024691;alta
2017;22;22 02;22 02 000;22 02 000 003 000;2;24;244;16;1602;10;0.978024691;alta
